name,ticker_bourso,isin,detail_url,last,variation,high,low,volume,raw_data_ist_init
EHC RG-A,1rAEHCS,NL0015000K10,https://www.boursorama.com/cours/1rAEHCS/,9.1,0,0,0,,"{""symbol"":""1rAEHCS"",""variation"":0,""last"":9.1,""previousClose"":9.1,""high"":0,""low"":0,""totalVolume"":0,""exchangeCode"":""AMS"",""tradeDate"":""2024-11-18 09:08:46"",""category"":""STK"",""decimals"":3,""tradingDecimals"":3,""highLimit"":10.01,""lowLimit"":8.2719,""valorization"":0,""shares"":0,""tradeCapital"":0}"
ENVIPCO HLDG,1rAENVI,NL0015000GX8,https://www.boursorama.com/cours/1rAENVI/,4.42,-0.013392857142857,4.64,4.4,,"{""symbol"":""1rAENVI"",""variation"":-0.013392857142857,""last"":4.42,""previousClose"":4.48,""high"":4.64,""low"":4.4,""totalVolume"":17290,""exchangeCode"":""AMS"",""tradeDate"":""2026-03-31 10:32:55"",""category"":""STK"",""decimals"":3,""tradingDecimals"":4,""highLimit"":4.64,""lowLimit"":4.2,""valorization"":0,""shares"":0,""tradeCapital"":0}"
ER CAPITAL,1rAERC,NL0010389508,https://www.boursorama.com/cours/1rAERC/,2,-0.12280701754386,2.2,2,,"{""symbol"":""1rAERC"",""variation"":-0.12280701754386,""last"":2,""previousClose"":2.28,""high"":2.2,""low"":2,""totalVolume"":4107,""exchangeCode"":""AMS"",""tradeDate"":""2026-03-31 10:27:15"",""category"":""STK"",""decimals"":3,""tradingDecimals"":4,""highLimit"":2.1,""lowLimit"":1.9,""valorization"":0,""shares"":0,""tradeCapital"":0}"
ECONOCOM GROUP,FF11_ECONB,BE0974313455,https://www.boursorama.com/cours/FF11-ECONB/,1.4,-0.001426533523538,1.41,1.4,,"{""symbol"":""FF11-ECONB"",""variation"":-0.001426533523538,""last"":1.4,""previousClose"":1.402,""high"":1.41,""low"":1.4,""totalVolume"":11329,""exchangeCode"":""BEL"",""tradeDate"":""2026-03-31 10:08:19"",""category"":""STK"",""decimals"":3,""tradingDecimals"":4,""highLimit"":1.47,""lowLimit"":1.33,""valorization"":0,""shares"":0,""tradeCapital"":0}"
EKOPAK,FF11_EKOP,BE0974380124,https://www.boursorama.com/cours/FF11-EKOP/,4.48,0.015873015873016,4.49,4.48,,"{""symbol"":""FF11-EKOP"",""variation"":0.015873015873016,""last"":4.48,""previousClose"":4.41,""high"":4.49,""low"":4.48,""totalVolume"":1330,""exchangeCode"":""BEL"",""tradeDate"":""2026-03-31 10:40:19"",""category"":""STK"",""decimals"":3,""tradingDecimals"":4,""highLimit"":4.7,""lowLimit"":4.26,""valorization"":0,""shares"":0,""tradeCapital"":0}"
ENERGYVISION,FF11_ENRGY,BE0974499312,https://www.boursorama.com/cours/FF11-ENRGY/,12.5,0.029654036243822,12.5,12.15,,"{""symbol"":""FF11-ENRGY"",""variation"":0.029654036243822,""last"":12.5,""previousClose"":12.14,""high"":12.5,""low"":12.15,""totalVolume"":5822,""exchangeCode"":""BEL"",""tradeDate"":""2026-03-31 10:42:41"",""category"":""STK"",""decimals"":3,""tradingDecimals"":4,""highLimit"":13.124,""lowLimit"":11.876,""valorization"":0,""shares"":0,""tradeCapital"":0}"
EU MED SOL,FF11_ALEMS,BE0974497290,https://www.boursorama.com/cours/FF11-ALEMS/,5.199,0.02950495049505,5.199,5.199,,"{""symbol"":""FF11-ALEMS"",""variation"":0.02950495049505,""last"":5.199,""previousClose"":5.05,""high"":5.199,""low"":5.199,""totalVolume"":20,""exchangeCode"":""BEL"",""tradeDate"":""2026-03-31 10:11:18"",""category"":""STK"",""decimals"":3,""tradingDecimals"":4,""highLimit"":5.718,""lowLimit"":4.6795,""valorization"":0,""shares"":0,""tradeCapital"":0}"
EVS BROADCAST EQU,FF11_EVS,BE0003820371,https://www.boursorama.com/cours/FF11-EVS/,33.05,0.0030349013657054,33.2,32.825,,"{""symbol"":""FF11-EVS"",""variation"":0.0030349013657054,""last"":33.05,""previousClose"":32.95,""high"":33.2,""low"":32.825,""totalVolume"":2056,""exchangeCode"":""BEL"",""tradeDate"":""2026-03-31 10:33:36"",""category"":""STK"",""decimals"":3,""tradingDecimals"":4,""highLimit"":34.7,""lowLimit"":31.4,""valorization"":0,""shares"":0,""tradeCapital"":0}"
EXMAR,FF11_EXM,BE0003808251,https://www.boursorama.com/cours/FF11-EXM/,10.4,0.023622047244095,10.4,10.4,,"{""symbol"":""FF11-EXM"",""variation"":0.023622047244095,""last"":10.4,""previousClose"":10.16,""high"":10.4,""low"":10.4,""totalVolume"":276,""exchangeCode"":""BEL"",""tradeDate"":""2026-03-31 09:00:01"",""category"":""STK"",""decimals"":3,""tradingDecimals"":4,""highLimit"":10.92,""lowLimit"":9.88,""valorization"":0,""shares"":0,""tradeCapital"":0}"
FACEPHI BIOMETR,1rPALPHI,ES0105029005,https://www.boursorama.com/cours/1rPALPHI/,2.21,0,2.21,2.21,,"{""symbol"":""1rPALPHI"",""variation"":0,""last"":2.21,""previousClose"":2.21,""high"":2.21,""low"":2.21,""totalVolume"":1,""exchangeCode"":""PAR"",""tradeDate"":""2026-03-31 09:00:03"",""category"":""STK"",""decimals"":3,""tradingDecimals"":4,""highLimit"":2.32,""lowLimit"":2.1,""valorization"":0,""shares"":0,""tradeCapital"":0}"
FASHION B AIR,1rPALFBA,FR0004034593,https://www.boursorama.com/cours/1rPALFBA/,0.0285,0,0,0,,"{""symbol"":""1rPALFBA"",""variation"":0,""last"":0.0285,""previousClose"":0.0285,""high"":0,""low"":0,""totalVolume"":0,""exchangeCode"":""PAR"",""tradeDate"":""2024-07-04 10:35:44"",""category"":""STK"",""decimals"":3,""tradingDecimals"":3,""highLimit"":0.02,""lowLimit"":0.0005,""valorization"":0,""shares"":0,""tradeCapital"":0}"
FCE SOIR GRP,1rPMLFSG,FR0013222346,https://www.boursorama.com/cours/1rPMLFSG/,0.005,0,0,0,,"{""symbol"":""1rPMLFSG"",""variation"":0,""last"":0.005,""previousClose"":0.005,""high"":0,""low"":0,""totalVolume"":0,""exchangeCode"":""PAR"",""tradeDate"":""2022-05-24 11:30:24"",""category"":""STK"",""decimals"":3,""tradingDecimals"":3,""highLimit"":0.0005,""lowLimit"":0.0005,""valorization"":0,""shares"":0,""tradeCapital"":0}"
FD,1rPMLFDV,FR0012300424,https://www.boursorama.com/cours/1rPMLFDV/,0.35,0,0,0,,"{""symbol"":""1rPMLFDV"",""variation"":0,""last"":0.35,""previousClose"":0.35,""high"":0,""low"":0,""totalVolume"":0,""exchangeCode"":""PAR"",""tradeDate"":""2026-03-11 11:30:20"",""category"":""STK"",""decimals"":3,""tradingDecimals"":4,""highLimit"":0.42,""lowLimit"":0.344,""valorization"":0,""shares"":0,""tradeCapital"":0}"
FERMENTALG,1rPALGAE,FR0011271600,https://www.boursorama.com/cours/1rPALGAE/,0.478,0.022459893048128,0.478,0.466,,"{""symbol"":""1rPALGAE"",""variation"":0.022459893048128,""last"":0.478,""previousClose"":0.4675,""high"":0.478,""low"":0.466,""totalVolume"":40985,""exchangeCode"":""PAR"",""tradeDate"":""2026-03-31 11:58:29"",""category"":""STK"",""decimals"":3,""tradingDecimals"":4,""highLimit"":0.501,""lowLimit"":0.4545,""valorization"":0,""shares"":0,""tradeCapital"":0}"
FIDUCIAL OFF.SOLU,1rPSACI,FR0000061418,https://www.boursorama.com/cours/1rPSACI/,26.8,0,26.8,26.8,,"{""symbol"":""1rPSACI"",""variation"":0,""last"":26.8,""previousClose"":26.8,""high"":26.8,""low"":26.8,""totalVolume"":3,""exchangeCode"":""PAR"",""tradeDate"":""2026-03-31 11:30:16"",""category"":""STK"",""decimals"":3,""tradingDecimals"":4,""highLimit"":29.6,""lowLimit"":24.4,""valorization"":0,""shares"":0,""tradeCapital"":0}"
FIDUCIAL REAL ESTATE,1rPORIA,FR0000060535,https://www.boursorama.com/cours/1rPORIA/,168,-0.011764705882353,168,168,,"{""symbol"":""1rPORIA"",""variation"":-0.011764705882353,""last"":168,""previousClose"":170,""high"":168,""low"":168,""totalVolume"":1,""exchangeCode"":""PAR"",""tradeDate"":""2026-03-31 11:30:22"",""category"":""STK"",""decimals"":3,""tradingDecimals"":4,""highLimit"":189,""lowLimit"":155,""valorization"":0,""shares"":0,""tradeCapital"":0}"
FIEBM,1rPBERR,FR0000062341,https://www.boursorama.com/cours/1rPBERR/,10.4,0,0,0,,"{""symbol"":""1rPBERR"",""variation"":0,""last"":10.4,""previousClose"":10.4,""high"":0,""low"":0,""totalVolume"":0,""exchangeCode"":""PAR"",""tradeDate"":""2024-04-04 09:58:19"",""category"":""STK"",""decimals"":3,""tradingDecimals"":3,""highLimit"":10.5,""lowLimit"":10.3,""valorization"":0,""shares"":0,""tradeCapital"":0}"
FIGEAC AERO,1rPFGA,FR0011665280,https://www.boursorama.com/cours/1rPFGA/,9.18,-0.0043383947939263,9.34,9.14,,"{""symbol"":""1rPFGA"",""variation"":-0.0043383947939263,""last"":9.18,""previousClose"":9.22,""high"":9.34,""low"":9.14,""totalVolume"":8895,""exchangeCode"":""PAR"",""tradeDate"":""2026-03-31 11:53:43"",""category"":""STK"",""decimals"":3,""tradingDecimals"":4,""highLimit"":9.62,""lowLimit"":8.74,""valorization"":0,""shares"":0,""tradeCapital"":0}"
FILAE,1rPALFIL,FR0010221069,https://www.boursorama.com/cours/1rPALFIL/,20.75,0,0,0,,"{""symbol"":""1rPALFIL"",""variation"":0,""last"":20.75,""previousClose"":20.75,""high"":0,""low"":0,""totalVolume"":0,""exchangeCode"":""PAR"",""tradeDate"":""2021-11-12 09:55:36"",""category"":""STK"",""decimals"":3,""tradingDecimals"":3,""highLimit"":20.95,""lowLimit"":0.01,""valorization"":0,""shares"":0,""tradeCapital"":0}"
FILL UP MEDIA,1rPALFUM,FR001400AEM6,https://www.boursorama.com/cours/1rPALFUM/,6.4,0,6.4,6.35,,"{""symbol"":""1rPALFUM"",""variation"":0,""last"":6.4,""previousClose"":6.4,""high"":6.4,""low"":6.35,""totalVolume"":241,""exchangeCode"":""PAR"",""tradeDate"":""2026-03-31 09:14:44"",""category"":""STK"",""decimals"":3,""tradingDecimals"":4,""highLimit"":6.7,""lowLimit"":6.1,""valorization"":0,""shares"":0,""tradeCapital"":0}"
FIN MARJOS,1rPFINM,FR0000060824,https://www.boursorama.com/cours/1rPFINM/,0.645,0,0,0,,"{""symbol"":""1rPFINM"",""variation"":0,""last"":0.645,""previousClose"":0.645,""high"":0,""low"":0,""totalVolume"":0,""exchangeCode"":""PAR"",""tradeDate"":""2026-03-30 16:30:21"",""category"":""STK"",""decimals"":3,""tradingDecimals"":4,""highLimit"":0.645,""lowLimit"":0.535,""valorization"":0,""shares"":0,""tradeCapital"":0}"
FINANCIERE MONCEY,1rPFMONC,FR001400SU99,https://www.boursorama.com/cours/1rPFMONC/,138,0.0036363636363636,138,137.5,,"{""symbol"":""1rPFMONC"",""variation"":0.0036363636363636,""last"":138,""previousClose"":137.5,""high"":138,""low"":137.5,""totalVolume"":106,""exchangeCode"":""PAR"",""tradeDate"":""2026-03-31 09:44:18"",""category"":""STK"",""decimals"":3,""tradingDecimals"":3,""highLimit"":144.5,""lowLimit"":131.5,""valorization"":0,""shares"":0,""tradeCapital"":0}"
FINATIS,1rPFNTS,FR0000035123,https://www.boursorama.com/cours/1rPFNTS/,1.37,0,0,0,,"{""symbol"":""1rPFNTS"",""variation"":0,""last"":1.37,""previousClose"":1.37,""high"":0,""low"":0,""totalVolume"":0,""exchangeCode"":""PAR"",""tradeDate"":""2024-03-26 11:30:27"",""category"":""STK"",""decimals"":3,""tradingDecimals"":3,""highLimit"":1.507,""lowLimit"":1.24533,""valorization"":0,""shares"":0,""tradeCapital"":0}"
FINAXO,1rPMLFXO_OTC,FR0010487272,https://www.boursorama.com/cours/1rPMLFXO-OTC/,4.94,0,0,0,,"{""symbol"":""1rPMLFXO-OTC"",""variation"":0,""last"":4.94,""previousClose"":4.94,""high"":0,""low"":0,""totalVolume"":0,""exchangeCode"":""PAR"",""tradeDate"":""2026-03-30 11:30:21"",""category"":""STK"",""decimals"":3,""tradingDecimals"":4,""highLimit"":5.2,""lowLimit"":4.3,""valorization"":0,""shares"":0,""tradeCapital"":0}"
FLEURY MICHON,1rPALFLE,FR0000074759,https://www.boursorama.com/cours/1rPALFLE/,22,0,22.2,21.9,,"{""symbol"":""1rPALFLE"",""variation"":0,""last"":22,""previousClose"":22,""high"":22.2,""low"":21.9,""totalVolume"":154,""exchangeCode"":""PAR"",""tradeDate"":""2026-03-31 11:01:58"",""category"":""STK"",""decimals"":3,""tradingDecimals"":4,""highLimit"":23.1,""lowLimit"":20.9,""valorization"":0,""shares"":0,""tradeCapital"":0}"
FLORENTAISE,1rPALFLO,FR001400GO75,https://www.boursorama.com/cours/1rPALFLO/,0.427,-0.0069767441860465,0.427,0.371,,"{""symbol"":""1rPALFLO"",""variation"":-0.0069767441860465,""last"":0.427,""previousClose"":0.43,""high"":0.427,""low"":0.371,""totalVolume"":300,""exchangeCode"":""PAR"",""tradeDate"":""2026-03-31 11:56:42"",""category"":""STK"",""decimals"":3,""tradingDecimals"":4,""highLimit"":0.448,""lowLimit"":0.406,""valorization"":0,""shares"":0,""tradeCapital"":0}"
FNAC DARTY,1rPFNAC,FR0011476928,https://www.boursorama.com/cours/1rPFNAC/,35.25,-0.0028288543140029,35.25,35.15,,"{""symbol"":""1rPFNAC"",""variation"":-0.0028288543140029,""last"":35.25,""previousClose"":35.35,""high"":35.25,""low"":35.15,""totalVolume"":746,""exchangeCode"":""PAR"",""tradeDate"":""2026-03-31 11:50:20"",""category"":""STK"",""decimals"":3,""tradingDecimals"":4,""highLimit"":37,""lowLimit"":33.5,""valorization"":0,""shares"":0,""tradeCapital"":0}"
FNP TECH,1rPMLFNP,FR0013230067,https://www.boursorama.com/cours/1rPMLFNP/,0.06,0,0,0,,"{""symbol"":""1rPMLFNP"",""variation"":0,""last"":0.06,""previousClose"":0.06,""high"":0,""low"":0,""totalVolume"":0,""exchangeCode"":""PAR"",""tradeDate"":""2026-02-27 11:30:11"",""category"":""STK"",""decimals"":3,""tradingDecimals"":4,""highLimit"":0.0765,""lowLimit"":0.0545,""valorization"":0,""shares"":0,""tradeCapital"":0}"
FONCIERE 7 INV,1rPLEBL,FR0000065930,https://www.boursorama.com/cours/1rPLEBL/,0.272,0,0,0,,"{""symbol"":""1rPLEBL"",""variation"":0,""last"":0.272,""previousClose"":0.272,""high"":0,""low"":0,""totalVolume"":0,""exchangeCode"":""PAR"",""tradeDate"":""2026-03-19 11:30:25"",""category"":""STK"",""decimals"":3,""tradingDecimals"":4,""highLimit"":0.272,""lowLimit"":0.224,""valorization"":0,""shares"":0,""tradeCapital"":0}"
FONCIERE EURIS,1rPEURS,FR0000038499,https://www.boursorama.com/cours/1rPEURS/,0.159,0,0,0,,"{""symbol"":""1rPEURS"",""variation"":0,""last"":0.159,""previousClose"":0.159,""high"":0,""low"":0,""totalVolume"":0,""exchangeCode"":""PAR"",""tradeDate"":""2024-02-27 11:30:19"",""category"":""STK"",""decimals"":3,""tradingDecimals"":3,""highLimit"":0.1749,""lowLimit"":0.14453,""valorization"":0,""shares"":0,""tradeCapital"":0}"
FONCIERE VINDI,1rPMLVIN,FR0011605617,https://www.boursorama.com/cours/1rPMLVIN/,4.58,0,0,0,,"{""symbol"":""1rPMLVIN"",""variation"":0,""last"":4.58,""previousClose"":4.58,""high"":0,""low"":0,""totalVolume"":0,""exchangeCode"":""PAR"",""tradeDate"":""2026-03-16 16:30:09"",""category"":""STK"",""decimals"":3,""tradingDecimals"":4,""highLimit"":4.76,""lowLimit"":3.92,""valorization"":0,""shares"":0,""tradeCapital"":0}"
FONCIERE VOLTA,1rPSPEL,FR0000053944,https://www.boursorama.com/cours/1rPSPEL/,8.8,0,0,0,,"{""symbol"":""1rPSPEL"",""variation"":0,""last"":8.8,""previousClose"":8.8,""high"":0,""low"":0,""totalVolume"":0,""exchangeCode"":""PAR"",""tradeDate"":""2026-03-19 12:36:47"",""category"":""STK"",""decimals"":3,""tradingDecimals"":4,""highLimit"":9.7,""lowLimit"":8,""valorization"":0,""shares"":0,""tradeCapital"":0}"
FORFARMERS,1rAFFARM,NL0011832811,https://www.boursorama.com/cours/1rAFFARM/,6.28,-0.0031746031746031,6.32,6.23,,"{""symbol"":""1rAFFARM"",""variation"":-0.0031746031746031,""last"":6.28,""previousClose"":6.3,""high"":6.32,""low"":6.23,""totalVolume"":37397,""exchangeCode"":""AMS"",""tradeDate"":""2026-03-31 11:41:24"",""category"":""STK"",""decimals"":3,""tradingDecimals"":4,""highLimit"":6.59,""lowLimit"":5.97,""valorization"":0,""shares"":0,""tradeCapital"":0}"
FUGRO,1rAFUR,NL00150003E1,https://www.boursorama.com/cours/1rAFUR/,10.39,-0.0076408787010506,10.55,10.31,,"{""symbol"":""1rAFUR"",""variation"":-0.0076408787010506,""last"":10.39,""previousClose"":10.47,""high"":10.55,""low"":10.31,""totalVolume"":54219,""exchangeCode"":""AMS"",""tradeDate"":""2026-03-31 11:43:33"",""category"":""STK"",""decimals"":3,""tradingDecimals"":4,""highLimit"":10.9,""lowLimit"":9.875,""valorization"":0,""shares"":0,""tradeCapital"":0}"
FAGRON,FF11_FAGR,BE0003874915,https://www.boursorama.com/cours/FF11-FAGR/,21.7,0.0069605568445475,21.75,21.5,,"{""symbol"":""FF11-FAGR"",""variation"":0.0069605568445475,""last"":21.7,""previousClose"":21.55,""high"":21.75,""low"":21.5,""totalVolume"":6366,""exchangeCode"":""BEL"",""tradeDate"":""2026-03-31 11:32:50"",""category"":""STK"",""decimals"":3,""tradingDecimals"":4,""highLimit"":22.75,""lowLimit"":20.65,""valorization"":0,""shares"":0,""tradeCapital"":0}"
FIN NEUFCOUR,FF11_MLNEU,BE0003680916,https://www.boursorama.com/cours/FF11-MLNEU/,11.2,0,0,0,,"{""symbol"":""FF11-MLNEU"",""variation"":0,""last"":11.2,""previousClose"":11.2,""high"":0,""low"":0,""totalVolume"":0,""exchangeCode"":""BEL"",""tradeDate"":""2026-02-10 16:30:29"",""category"":""STK"",""decimals"":3,""tradingDecimals"":4,""highLimit"":10,""lowLimit"":8.2,""valorization"":0,""shares"":0,""tradeCapital"":0}"
FLORIDIENNE,FF11_FLOB,BE0974502347,https://www.boursorama.com/cours/FF11-FLOB/,57.2,0.0017513134851139,57.2,57.2,,"{""symbol"":""FF11-FLOB"",""variation"":0.0017513134851139,""last"":57.2,""previousClose"":57.1,""high"":57.2,""low"":57.2,""totalVolume"":8,""exchangeCode"":""BEL"",""tradeDate"":""2026-03-31 11:30:17"",""category"":""STK"",""decimals"":3,""tradingDecimals"":3,""highLimit"":62.92,""lowLimit"":51.48,""valorization"":0,""shares"":0,""tradeCapital"":0}"
FLOWSPARKS,FF11_FLSP,BE0003847648,https://www.boursorama.com/cours/FF11-FLSP/,21,0,0,0,,"{""symbol"":""FF11-FLSP"",""variation"":0,""last"":21,""previousClose"":21,""high"":0,""low"":0,""totalVolume"":0,""exchangeCode"":""BEL"",""tradeDate"":""2026-03-05 16:30:22"",""category"":""STK"",""decimals"":3,""tradingDecimals"":4,""highLimit"":23,""lowLimit"":18.9,""valorization"":0,""shares"":0,""tradeCapital"":0}"
FLUXYS BELGIUM,FF11_FLUX,BE0974265945,https://www.boursorama.com/cours/FF11-FLUX/,20.9,-0.0094786729857821,21.1,20.9,,"{""symbol"":""FF11-FLUX"",""variation"":-0.0094786729857821,""last"":20.9,""previousClose"":21.1,""high"":21.1,""low"":20.9,""totalVolume"":250,""exchangeCode"":""BEL"",""tradeDate"":""2026-03-31 09:18:30"",""category"":""STK"",""decimals"":3,""tradingDecimals"":3,""highLimit"":21.9,""lowLimit"":19.9,""valorization"":0,""shares"":0,""tradeCapital"":0}"
FOUNTAIN,FF11_FOU,BE0003752665,https://www.boursorama.com/cours/FF11-FOU/,1.48,0,0,0,,"{""symbol"":""FF11-FOU"",""variation"":0,""last"":1.48,""previousClose"":1.48,""high"":0,""low"":0,""totalVolume"":0,""exchangeCode"":""BEL"",""tradeDate"":""2026-03-30 16:30:06"",""category"":""STK"",""decimals"":3,""tradingDecimals"":3,""highLimit"":1.62,""lowLimit"":1.34,""valorization"":0,""shares"":0,""tradeCapital"":0}"
GAI (EX.EFE EDITION FORMATION),1rPMLEEF_OTC,FR0000053415,https://www.boursorama.com/cours/1rPMLEEF-OTC/,145,0,0,0,,"{""symbol"":""1rPMLEEF-OTC"",""variation"":0,""last"":145,""previousClose"":145,""high"":0,""low"":0,""totalVolume"":0,""exchangeCode"":""PAR"",""tradeDate"":""2026-01-05 16:30:02"",""category"":""STK"",""decimals"":3,""tradingDecimals"":3,""highLimit"":176,""lowLimit"":144,""valorization"":0,""shares"":0,""tradeCapital"":0}"
GALEO,1rPMLGAL,FR0011100759,https://www.boursorama.com/cours/1rPMLGAL/,2.68,0,0,0,,"{""symbol"":""1rPMLGAL"",""variation"":0,""last"":2.68,""previousClose"":2.68,""high"":0,""low"":0,""totalVolume"":0,""exchangeCode"":""PAR"",""tradeDate"":""2026-03-24 16:30:16"",""category"":""STK"",""decimals"":3,""tradingDecimals"":4,""highLimit"":2.86,""lowLimit"":2.34,""valorization"":0,""shares"":0,""tradeCapital"":0}"
GALIMMO,1rPGALIM,FR0000030611,https://www.boursorama.com/cours/1rPGALIM/,14.83,0,0,0,,"{""symbol"":""1rPGALIM"",""variation"":0,""last"":14.83,""previousClose"":14.83,""high"":0,""low"":0,""totalVolume"":0,""exchangeCode"":""PAR"",""tradeDate"":""2024-10-08 15:02:42"",""category"":""STK"",""decimals"":3,""tradingDecimals"":3,""highLimit"":16.313,""lowLimit"":13.48047,""valorization"":0,""shares"":0,""tradeCapital"":0}"
GASCOGNE,1rPALBI,FR0000124414,https://www.boursorama.com/cours/1rPALBI/,2.2,0,0,0,,"{""symbol"":""1rPALBI"",""variation"":0,""last"":2.2,""previousClose"":2.2,""high"":0,""low"":0,""totalVolume"":0,""exchangeCode"":""PAR"",""tradeDate"":""2026-03-30 11:13:10"",""category"":""STK"",""decimals"":3,""tradingDecimals"":4,""highLimit"":2.3,""lowLimit"":2.1,""valorization"":0,""shares"":0,""tradeCapital"":0}"
GAUMONT,1rPGAM,FR0000034894,https://www.boursorama.com/cours/1rPGAM/,125,0.024590163934426,126,120,,"{""symbol"":""1rPGAM"",""variation"":0.024590163934426,""last"":125,""previousClose"":122,""high"":126,""low"":120,""totalVolume"":377,""exchangeCode"":""PAR"",""tradeDate"":""2026-03-31 11:33:39"",""category"":""STK"",""decimals"":3,""tradingDecimals"":4,""highLimit"":131,""lowLimit"":119,""valorization"":0,""shares"":0,""tradeCapital"":0}"
GAUSSIN,1rPALGAU,FR0013495298,https://www.boursorama.com/cours/1rPALGAU/,0.105,0,0,0,,"{""symbol"":""1rPALGAU"",""variation"":0,""last"":0.105,""previousClose"":0.105,""high"":0,""low"":0,""totalVolume"":0,""exchangeCode"":""PAR"",""tradeDate"":""2024-11-28 09:19:33"",""category"":""STK"",""decimals"":3,""tradingDecimals"":3,""highLimit"":0.02,""lowLimit"":0.0001,""valorization"":0,""shares"":0,""tradeCapital"":0}"
GEA,1rPGEA,FR0000053035,https://www.boursorama.com/cours/1rPGEA/,96,0,96,96,,"{""symbol"":""1rPGEA"",""variation"":0,""last"":96,""previousClose"":96,""high"":96,""low"":96,""totalVolume"":1,""exchangeCode"":""PAR"",""tradeDate"":""2026-03-31 09:00:29"",""category"":""STK"",""decimals"":3,""tradingDecimals"":4,""highLimit"":100,""lowLimit"":91.5,""valorization"":0,""shares"":0,""tradeCapital"":0}"
GECI INTL,1rPALGEC,FR001400M1R1,https://www.boursorama.com/cours/1rPALGEC/,2.26,0,2.4,2.22,,"{""symbol"":""1rPALGEC"",""variation"":0,""last"":2.26,""previousClose"":2.26,""high"":2.4,""low"":2.22,""totalVolume"":216,""exchangeCode"":""PAR"",""tradeDate"":""2026-03-30 14:33:09"",""category"":""STK"",""decimals"":3,""tradingDecimals"":4,""highLimit"":2.37,""lowLimit"":2.15,""valorization"":0,""shares"":0,""tradeCapital"":0}"
GENERIX GRP,1rPGENX,FR0010501692,https://www.boursorama.com/cours/1rPGENX/,9.7,0,0,0,,"{""symbol"":""1rPGENX"",""variation"":0,""last"":9.7,""previousClose"":9.7,""high"":0,""low"":0,""totalVolume"":0,""exchangeCode"":""PAR"",""tradeDate"":""2022-08-23 14:53:26"",""category"":""STK"",""decimals"":3,""tradingDecimals"":3,""highLimit"":10.67,""lowLimit"":8.8173,""valorization"":0,""shares"":0,""tradeCapital"":0}"
GENFIT,1rPGNFT,FR0004163111,https://www.boursorama.com/cours/1rPGNFT/,8.385,0.0096327513546057,8.43,8.205,,"{""symbol"":""1rPGNFT"",""variation"":0.0096327513546057,""last"":8.385,""previousClose"":8.305,""high"":8.43,""low"":8.205,""totalVolume"":65748,""exchangeCode"":""PAR"",""tradeDate"":""2026-03-31 11:56:10"",""category"":""STK"",""decimals"":3,""tradingDecimals"":4,""highLimit"":8.8,""lowLimit"":7.97,""valorization"":0,""shares"":0,""tradeCapital"":0}"
GENOMIC VISION,1rPGV,FR0011799907,https://www.boursorama.com/cours/1rPGV/,0.0018,0,0,0,,"{""symbol"":""1rPGV"",""variation"":0,""last"":0.0018,""previousClose"":0.0018,""high"":0,""low"":0,""totalVolume"":0,""exchangeCode"":""PAR"",""tradeDate"":""2023-11-03 17:35:10"",""category"":""STK"",""decimals"":3,""tradingDecimals"":3,""highLimit"":0.00198,""lowLimit"":0.00164,""valorization"":0,""shares"":0,""tradeCapital"":0}"
GENOWAY,1rEPALGEN,FR0004053510,https://www.boursorama.com/cours/1rEPALGEN/,2.5,0,2.53,2.5,,"{""symbol"":""1rEPALGEN"",""variation"":0,""last"":2.5,""previousClose"":2.5,""high"":2.53,""low"":2.5,""totalVolume"":1505,""exchangeCode"":""PAR"",""tradeDate"":""2026-03-31 11:11:57"",""category"":""STK"",""decimals"":3,""tradingDecimals"":4,""highLimit"":2.62,""lowLimit"":2.38,""valorization"":0,""shares"":0,""tradeCapital"":0}"
GENSIGHT BIOLOGICS,1rPSIGHT,FR0013183985,https://www.boursorama.com/cours/1rPSIGHT/,0.0861,-0.0046242774566474,0.0866,0.086,,"{""symbol"":""1rPSIGHT"",""variation"":-0.0046242774566474,""last"":0.0861,""previousClose"":0.0865,""high"":0.0866,""low"":0.086,""totalVolume"":44923,""exchangeCode"":""PAR"",""tradeDate"":""2026-03-31 11:57:06"",""category"":""STK"",""decimals"":3,""tradingDecimals"":4,""highLimit"":0.0972,""lowLimit"":0.075,""valorization"":0,""shares"":0,""tradeCapital"":0}"
GENTLEMEN'S,1rPMLGEQ,PTGVE1AM0017,https://www.boursorama.com/cours/1rPMLGEQ/,0.32,-0.058823529411765,0.32,0.32,,"{""symbol"":""1rPMLGEQ"",""variation"":-0.058823529411765,""last"":0.32,""previousClose"":0.34,""high"":0.32,""low"":0.32,""totalVolume"":550,""exchangeCode"":""PAR"",""tradeDate"":""2026-03-31 11:30:16"",""category"":""STK"",""decimals"":3,""tradingDecimals"":4,""highLimit"":0.374,""lowLimit"":0.306,""valorization"":0,""shares"":0,""tradeCapital"":0}"
GEVELOT,1rPALGEV,FR0000033888,https://www.boursorama.com/cours/1rPALGEV/,173,-0.011428571428571,173,173,,"{""symbol"":""1rPALGEV"",""variation"":-0.011428571428571,""last"":173,""previousClose"":175,""high"":173,""low"":173,""totalVolume"":17,""exchangeCode"":""PAR"",""tradeDate"":""2026-03-31 11:30:06"",""category"":""STK"",""decimals"":3,""tradingDecimals"":3,""highLimit"":228,""lowLimit"":152,""valorization"":0,""shares"":0,""tradeCapital"":0}"
